Source,Page number,Order,Week,Type,Lexicality,Orthography,Phonology,Flag for discussion,Notes,Mismatch with CMU Transcription,Coder(s),,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,28,10,Rule example word,Word,poach,poʊtʃ,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,28,10,Rule example word,Word,coach,koʊtʃ,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,28,10,Rule example word,Word,sheep,ʃip,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,28,10,Rule example word,Word,teeth,tiθ,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,28,10,Rule example word,Word,faith,feɪθ,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,28,10,Rule example word,Word,cheep ,tʃip ,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,28,10,Rule example word,Word,lightning,laɪtnɪŋ,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,28,10,Rule example word,Word,chain,tʃeɪn,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,28,10,Rule example word,Word,sheet,ʃit,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,wait,weɪt,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,Gail,geɪl,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,hail,heɪl,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,pain,peɪn,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,aim,eɪm,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,sail,seɪl,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,main,meɪn,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,tail,teɪl,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,bait,beɪt,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,see,si,,Top 100 high frequency words,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,feel,fil,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,weep,wip,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,jeep,dʒip,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,seem,sim,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,meet,mit,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,week,wik,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,deep,dip,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,keep,kip,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,high,haɪ,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,sigh,saɪ,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,light,laɪt,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,might,maɪt,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,right,ɹaɪt,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,sight,saɪt,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,fight,faɪt,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,tight,taɪt,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,tonight,tənaɪt,,,1 - tʌnaɪt,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,coat,koʊt,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,load,loʊd,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,goat,goʊt,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,loaf,loʊf,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,road,ɹoʊd,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,soap,soʊp,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,oak,oʊk,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,toad,toʊd,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,foal,foʊl,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel digraphs",102,28,10,Rule example word,Word,boatman,boʊtmæn,,,1 - boʊtmʌn,SS,,,,,,
"Phase 3, Suggested timetable for Phase Three - discrete teaching",76,29,10,Tricky word,Word,was ,wɑz,,,0,SS,,,,,,
"Phase 3, Practising reading and writing captions, I can... books",96,30,10,Rule example phrase,Word phrase,bang nails,bæŋ neɪlz,,,0,SS,,,,,,
"Phase 3, Practising reading and writing captions, I can... books",96,30,10,Rule example phrase,Word phrase,fish with bait,fɪʃ wɪð beɪt ,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Captions",103,30,10,Rule example phrase,Word phrase,sixteen trees,sɪkstin tʃɹiz ,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell ,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Captions",103,30,10,Rule example word,Word,sixteen  ,sɪkstin  ,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Captions",103,30,10,Rule example word,Word,trees,tʃɹiz,Exception that isn't mentioned as such,"May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. Also, we've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell ",1 - tɹiz,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences,  Words and sentences using Phase Three graphemes, Sentences",103,30,10,Rule example sentence,Word sentence,Gurdeep had a chat with his dad.,gʊɹdip hæd ə tʃæt wɪð hɪz dæd,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences,  Words and sentences using Phase Three graphemes, Sentences",103,30,10,Rule example word,Word,Gurdeep  ,gʊɹdip ,,,0,SS,,,,,,
"Phase 3, Summary, Letters",74,31,11,Rule,GPC,oo, u / ʊ,,,0,SS,,,,,,
"Phase 3, Summary, Letters",74,31,11,Rule,GPC,ar,ɑɹ,,,0,SS,,,,,,
"Phase 3, Summary, Letters",74,31,11,Rule,GPC,or,ɔɹ,,,0,SS,,,,,,
"Phase 3, Summary, Letters",74,31,11,Rule,GPC,ur,ɝ/ɚ,,,0,SS,,,,,,
"Phase 3, Summary, Letters",74,32,11,Rule example word,Word,boot,but,,,0,SS,,,,,,
"Phase 3, Summary, Letters",74,32,11,Rule example word,Word,look,lʊk,,Top 100 high frequency words,0,SS,,,,,,
"Phase 3, Summary, Letters",74,32,11,Rule example word,Word,farm,fɑɹm,,Top 100 high frequency words,0,SS,,,,,,
"Phase 3, Summary, Letters",74,32,11,Rule example word,Word,for,fɔɹ,,,0,SS,,,,,,
"Phase 3, Summary, Letters",74,32,11,Rule example word,Word,hurt,hɝt,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel graphemes",102,32,11,Rule example word,Word,too,tu,,Top 100 high frequency words,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,32,11,Rule example word,Word,torch,tɔɹtʃ,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,32,11,Rule example word,Word,sharp,ʃɑɹp,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,32,11,Rule example word,Word,orchard,ɔɹtʃɚd,,,1 - ɔɹtʃɝd,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,32,11,Rule example word,Word,shark,ʃɑɹk,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,32,11,Rule example word,Word,march,mɑɹtʃ,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,32,11,Rule example word,Word,booth,buθ,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,32,11,Rule example word,Word,shook,ʃʊk,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,32,11,Rule example word,Word,porch,pɔɹtʃ,,,0,SS,,,,,,
"Phase 3, Suggested words, captions, sentences, Words and sentences using Phase Three graphemes, Words with a combination of two phase 3 graphemes",103,32,11,Rule example word,Word,tooth,tuθ,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel graphemes",102,32,11,Rule example word,Word,zoo,zu,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel graphemes",102,32,11,Rule example word,Word,hoof,huf,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel graphemes",102,32,11,Rule example word,Word,zoom,zum,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel graphemes",102,32,11,Rule example word,Word,cool,kul,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel graphemes",102,32,11,Rule example word,Word,food,fud,,,0,SS,,,,,,
"Phase 3, Bank of suggested words, captions, and sentences, Words and sentences using Phase Three graphemes, Words using phase 3 vowel graphemes",102,32,11,Rule example word,Word,moon,mun,,,0,SS,,,,,,
